"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","SNAPS","GAMES","TOT TKL","TFL","MT","INT","CTGT"
"","173707","","407271","","Daeh McCullough","LOUISVILLE","28","S","21","1","1","0","1","0","0"
"","173722","","418192","","Jasiah Wagoner","CAL","08","S","279","10","20","0","5","0","23"
"","173969","","415624","","Kanye Clark","UCLA","01","S","120","6","8","0","2","0","7"
"","174005","","406238","","KP Price","BOSTON COL","02","S","703","11","81","3","11","2","33"
"","174058","","429640","","Damon Walters","NWESTERN","21","S","50","3","3","0","1","0","2"
"","174076","","406706","","Cameren Jenkins","BAYLOR","23","S","7","2","1","0","0","0","0"
"","174121","","406541","","Solomon Davis","OREGON","15","S","40","4","4","0","0","0","1"
"","174122","","406612","","Cole Martin","UCLA","21","S","636","10","59","5","15","0","34"
"","174123","","406675","","Tyler Turner","BAYLOR","17","S","279","10","28","0","9","0","10"
"","174157","","406650","","Kapena Gushiken","OLE MISS","14","S","530","11","43","1","5","1","31"
"","174174","","407243","","Christian Pierce","USC","24","S","413","10","46","1","9","0","15"
"","174237","","406355","","Jordan Castell","FLORIDA","14","S","561","9","53","0","6","2","24"
"","174240","","406363","","Sharif Denson","FLORIDA","00","S","421","10","49","2","5","0","31"
"","174242","","421145","","Aaron Gates","FLORIDA","13","S","77","4","6","0","0","0","7"
"","174266","","406430","","Bryce Thornton","FLORIDA","18","S","640","10","46","2","5","1","28"
"","174309","","420296","","Dylan Smith","OKLA STATE","11","S","251","4","16","2","5","0","13"
"","174628","","412340","","DJ Coleman","BAYLOR","33","S","483","10","39","5","3","1","22"
"","174629","","407158","","Micah Gifford","BAYLOR","24","S","48","9","3","0","4","1","2"
"","174639","","415639","","Jacob Redding","BAYLOR","38","S","423","10","52","1","6","3","23"
"","174651","","407223","","Carl Williams IV","BAYLOR","05","S","5","1","1","0","0","0","1"
"","174672","","418131","","Ta'Shawn James","IOWA STATE","19","S","333","8","35","0","5","0","22"
"","174677","","426839","","Caden Matson","IOWA STATE","43","S","18","3","1","0","1","0","0"
"","174683","","407663","","Jamison Patton","IOWA STATE","02","S","497","9","49","1","7","2","40"
"","174690","","423319","","Cam Smith","IOWA STATE","13","S","90","8","8","0","3","0","2"
"","174691","","407673","","Drew Surges","IOWA STATE","29","S","157","9","19","1","6","0","8"
"","174716","","445005","","Aaron Williams","UCLA","07","S","31","5","2","0","3","0","3"
"","174734","","412292","","Jack Luttrell","ARIZONA","13","S","39","3","2","0","2","1","0"
"","174741","","406998","","John Slaughter","COLORADO","13","S","163","9","16","0","5","1","2"
"","174758","","406858","","Devin Dye","KANSAS","11","S","187","8","19","0","1","1","8"
"","174790","","407682","","Braylon Johnson","WAKE","23","S","513","10","28","0","15","0","11"
"","174971","","406312","","Dillon Thieneman","OREGON","31","S","477","10","48","0","5","1","17"
"","175140","","407430","","Ty Bryant","KENTUCKY","14","S","513","10","64","1","10","3","14"
"","175290","","416013","","Abdul Muhammad","SMU","27","S","115","7","8","0","1","0","4"
"","175309","","425450","","Tawfiq Byard","COLORADO","07","S","553","10","72","4","11","1","27"
"","175407","","416060","","Jordan Bass","VA TECH","06","S","299","10","19","1","10","0","11"
"","175409","","424648","","Cruce Brookins","PITTSBURGH","12","S","358","7","43","1","3","1","14"
"","175662","","424691","","Tayden Barnes","CINCINNATI","10","S","167","9","19","1","4","0","21"
"","175863","","406428","","Bray Hubbard","ALABAMA","18","S","535","10","62","2","8","3","36"
"","175884","","449485","","Brayden Slade","FLORIDA","39","S","6","1","0","0","0","0","0"
"","175932","","407262","","Dalton Brooks","TEXAS A&M","25","S","502","9","43","2","19","1","14"
"","175962","","408039","","Mac Resetich","ILLINOIS","00","S","163","9","14","0","8","0","4"
"","175970","","418147","","Saboor Karriem","ILLINOIS","02","S","153","7","19","0","2","0","6"
"","175988","","447918","","Clay Conner","INDIANA","36","S","1","1","0","0","0","0","0"
"","175989","","449203","","Anthony Chung","INDIANA","31","S","35","4","4","0","2","0","1"
"","176010","","406249","","Bishop Fitzgerald","USC","19","S","540","10","54","1","5","5","25"
"","176038","","407198","","Berry Buxton III","SYRACUSE","29","S","221","9","15","0","3","0","7"
"","176055","","429222","","William Tackie Jr.","WAKE","37","S","21","2","1","0","0","0","0"
"","176061","","406253","","Davaughn Patterson","WAKE","05","S","634","10","58","3","8","0","62"
"","176062","","420382","","Rushaun Tongue","WAKE","06","S","89","2","4","0","1","0","1"
"","176180","","406900","","Jelani McDonald","TEXAS","04","S","549","10","63","3","4","2","30"
"","176189","","406908","","Derek Williams Jr.","TEXAS","02","S","182","10","20","0","3","0","13"
"","176277","","406280","","Brandyn Hillman","MICHIGAN","06","S","434","9","42","1","10","1","13"
"","176331","","407380","","Kyron Jones","GEORGIA","31","S","209","6","26","0","2","0","5"
"","176515","","431423","","Jalen Lewis","NWESTERN","26","S","10","1","2","0","0","0","2"
"","176522","","449662","","Jack Bal","ARIZONA ST","25","S","23","2","2","0","1","0","1"
"","176586","","406518","","Daylen Austin","OREGON","00","S","100","9","6","1","0","1","12"
"","176698","","415879","","Adrian Wilson","ARIZONA ST","06","S","557","10","49","1","11","1","15"
"","177865","","407598","","C.J. Douglas","HOUSTON","13","S","77","7","7","0","1","1","1"
"","179622","","413681","","Gavin Edwards","MARYLAND","07","S","122","6","7","0","4","0","5"
"","183200","","431629","","Ricardo Jones","CLEMSON","06","S","559","10","37","1","10","4","32"
"","183207","","436389","","Joe Wilkinson","CLEMSON","31","S","1","1","0","0","0","0","0"
"","183229","","431844","","Dylan Day","MIAMI FL","23","S","63","6","6","0","4","0","4"
"","183256","","448165","","Dayday Aupiu","CAL","11","S","3","1","0","0","0","0","0"
"","183258","","429964","","Isaiah Crosby","CAL","23","S","197","4","26","1","2","1","16"
"","183284","","455854","","Kevin Chadwick Jr.","VIRGINIA","34","S","7","1","1","0","0","0","0"
"","183289","","429468","","Ethan Minter","VIRGINIA","30","S","457","11","42","2","3","1","16"
"","183346","","428424","","Malcolm Ziglar","N CAROLINA","03","S","9","2","0","0","0","1","1"
"","183350","","446330","","Jivan Baly","NC STATE","10","S","82","3","8","0","1","0","6"
"","183351","","450068","","Brody Barnhardt","NC STATE","29","S","209","5","24","1","2","0","9"
"","183355","","444077","","Asaad Brown Jr.","NC STATE","26","S","481","9","41","1","2","1","16"
"","183373","","439363","","Ta'Ron Haile","SYRACUSE","26","S","21","3","0","0","0","0","1"
"","183376","","429262","","Braheem Long Jr.","SYRACUSE","00","S","452","10","48","0","11","1","21"
"","183398","","429229","","Myles Turpin","WAKE","22","S","81","8","9","0","1","0","3"
"","183405","","428367","","CJ Heard","VANDERBILT","08","S","523","10","51","0","15","1","22"
"","183536","","436384","","Justin Denson Jr.","MICH STATE","12","S","45","3","2","0","0","0","1"
"","183549","","447539","","Caleb Benning","NEBRASKA","28","S","54","2","5","0","0","0","2"
"","183560","","453532","","Roger Gradney","NEBRASKA","45","S","4","2","1","0","0","0","0"
"","183561","","449100","","Rex Guthrie","NEBRASKA","21","S","414","10","61","2","7","0","24"
"","183579","","447821","","Braylen Prude","NEBRASKA","29","S","3","1","0","0","0","0","0"
"","183596","","436399","","Antoine Belgrave-Shorter","PENN STATE","03","S","144","8","17","0","2","0","6"
"","183613","","436413","","Vaboue Toure","PENN STATE","21","S","51","3","5","0","1","0","2"
"","183615","","453262","","Jarvis Boatwright Jr.","FLORIDA ST","30","S","14","2","1","0","0","0","0"
"","183619","","431732","","Marquis Gallegos","USC","30","S","35","2","5","2","0","0","3"
"","183627","","449576","","Brandon Shepherd","USC","45","S","1","1","0","0","0","0","0"
"","183643","","460991","","Paul Mencke Jr.","WASHINGTON","31","S","1","1","0","0","0","0","0"
"","183646","","429735","","Peyton Waters","N CAROLINA","17","S","30","4","5","0","0","0","0"
"","183688","","445012","","Jacob Oden","MICHIGAN","05","S","40","4","1","0","0","1","3"
"","183702","","428674","","Jaylen McClain","OHIO STATE","18","S","488","10","36","0","4","0","20"
"","183748","","431967","","Kyan McDonald","ARIZONA ST","38","S","12","3","1","0","0","0","0"
"","183784","","443054","","Payton VanSteenkiste","BYU","24","S","3","1","1","0","0","0","1"
"","183793","","429609","","Willie Goodwyn","CINCINNATI","23","S","7","1","1","0","0","0","0"
"","183800","","429645","","Jiquan Sanks","CINCINNATI","09","S","444","10","39","1","6","0","19"
"","183833","","428451","","Kaden McFadden","TCU","18","S","12","5","1","0","0","0","1"
"","183848","","428323","","Jakob Gude","UCF","18","S","7","1","1","0","0","0","0"
"","183850","","443099","","Christian Peterson","UCF","26","S","30","4","1","0","0","0","1"
"","183856","","429003","","Jackson Bennee","UTAH","23","S","490","10","47","1","14","4","31"
"","183875","","441635","","Israel Boyce","W VIRGINIA","07","S","215","11","26","0","8","0","12"
"","183906","","439343","","Landyn Cleveland","OKLA STATE","14","S","252","10","27","2","11","0","23"
"","184104","","433955","","Kennedy Urlacher","USC","28","S","89","4","11","0","1","0","3"
"","184333","","429678","","Jahron Manning","MISS STATE","13","S","497","11","69","3","8","1","34"
"","184402","","430421","","Kaleb Harris","AUBURN","08","S","530","10","53","1","7","0","17"
"","184431","","431507","","Greg Smith","N CAROLINA","12","S","204","9","21","0","3","1","13"
"","184464","","444391","","Joel Rogers","LSU","22","S","5","3","2","0","1","0","2"
"","184477","","428300","","Trajen Greco","MISSOURI","04","S","116","9","7","0","2","0","7"
"","184489","","429657","","David Bucey","S CAROLINA","13","S","117","9","8","0","4","0","1"
"","184508","","444036","","Xavier Filsaime","TEXAS","17","S","181","7","11","0","5","0","5"
"","184511","","429089","","Jordon Johnson-Rubell","TEXAS","23","S","43","3","2","0","1","0","4"
"","184518","","458965","","Ziky Umeozulu","TEXAS","41","S","5","1","0","0","0","0","1"
"","184523","","428774","","Dontae Carter","VANDERBILT","01","S","227","10","32","0","5","0","10"
"","184539","","429346","","Dre Kirkpatrick Jr.","ALABAMA","21","S","44","7","5","1","0","0","2"
"","184541","","429360","","Zavier Mincey","ALABAMA","12","S","163","10","14","0","1","1","5"
"","184549","","428388","","KJ Bolden","GEORGIA","04","S","521","10","51","1","1","2","28"
"","184588","","428288","","Michael Boganowski","OKLAHOMA","25","S","190","10","25","1","2","0","9"
"","184594","","428304","","Jaydan Hardy","OKLAHOMA","01","S","138","9","7","0","3","1","10"
"","184602","","428418","","Reggie Powers III","OKLAHOMA","13","S","277","10","24","1","2","0","19"
"","184653","","447820","","Isaiah Crumpler","RUTGERS","26","S","3","1","0","0","0","0","0"
"","184665","","428472","","Kaj Sanders","RUTGERS","05","S","513","10","57","0","7","0","29"
"","184743","","431868","","Andy Jaffe","OLE MISS","24","S","10","2","1","0","0","0","0"
"","184746","","429756","","Anthony Robinson III","OLE MISS","20","S","25","3","0","0","1","0","5"
"","184751","","429266","","Stonka Burnside","MISS STATE","05","S","13","1","0","0","0","0","1"
"","184766","","434183","","Tyler Woodard","MISS STATE","12","S","42","2","3","0","1","0","1"
"","184800","","431459","","Myles Davis","TEXAS A&M","29","S","48","7","2","0","2","0","0"
"","184823","","444032","","Kris Wokomah","BAYLOR","29","S","3","1","0","0","0","0","0"
"","184825","","436416","","Wyatt Archer","IOWA STATE","44","S","30","3","1","0","0","0","0"
"","184845","","447871","","Aaron Flowers","OREGON","21","S","423","10","48","0","5","1","14"
"","184854","","443969","","Kingston Lopa","OREGON","02","S","140","8","12","1","3","0","5"
"","184880","","429184","","Kaleb Beasley","TENNESSEE","10","S","245","8","14","0","3","0","7"
"","184882","","429204","","Edrees Farooq","TENNESSEE","15","S","565","10","57","0","13","1","15"
"","184896","","428020","","Devynn Cromwell","MICH STATE","27","S","82","6","5","0","4","0","8"
"","184933","","448284","","Noah Jenkins","VA TECH","19","S","6","1","0","0","0","0","0"
"","184938","","428998","","Quentin Reddish","VA TECH","00","S","110","3","13","0","1","1","0"
"","188077","","430865","","Qua Moss","KANSAS ST","06","S","415","10","39","5","5","2","41"
"","188198","","455890","","Drew Robinson","CINCINNATI","35","S","2","1","0","0","0","0","0"
"","188199","","429644","","Marqavious Saboor","CINCINNATI","18","S","19","1","4","0","0","0","1"
"","188256","","428793","","Shamar McIntosh","MARYLAND","26","S","4","1","1","0","0","0","0"
"","188296","","429014","","Rabbit Evans","UTAH","01","S","6","1","0","0","1","0","0"
"","188301","","429036","","Quimari Shemwell","CAL","24","S","3","1","0","0","0","0","0"
"","188662","","453304","","Jah Boyd","INDIANA","16","S","34","4","6","0","0","0","1"
"","188710","","428330","","Koi Perich","MINNESOTA","03","S","590","10","58","1","16","1","27"
"","188860","","441637","","Darrius Davis","STANFORD","29","S","227","8","22","1","6","0","16"
"","188863","","443111","","Charlie Eckhardt","STANFORD","39","S","271","8","30","0","4","0","22"
"","188875","","431567","","Jaylen'Dai Sumlin","STANFORD","03","S","21","3","2","0","0","0","0"
"","189426","","431647","","Christian Pritchett","GA TECH","36","S","30","3","4","0","0","0","4"
"","189532","","444945","","Allen Bryant","PITTSBURGH","26","S","71","6","12","0","0","0","9"
"","189555","","445715","","Jaylen Moses","SMU","26","S","48","6","6","0","0","0","5"
"","189646","","450523","","Jarinn Kalama","BYU","35","S","13","2","2","0","0","0","0"
"","189647","","450528","","Matthias Leach","BYU","27","S","3","1","0","0","0","0","0"
"","189653","","429941","","Faletau Satuala","BYU","11","S","449","10","62","6","5","3","25"
"","189682","","447454","","Kyler Gerardy","IOWA","19","S","29","3","1","0","1","0","0"
"","189879","","446261","","Tae Johnson","NOTRE DAME","09","S","573","10","53","1","2","4","22"
"","190201","","431402","","Omar Thornton","BOSTON COL","00","S","648","11","85","5","24","1","27"
"","190208","","428564","","Dashawn Spears","LSU","10","S","128","10","10","0","0","2","8"
"","190219","","449189","","Jackson Hancock","MISSOURI","34","S","16","2","3","0","1","0","0"
"","190333","","428329","","Jaylen Heyward","UCF","17","S","26","2","1","0","0","0","1"
"","190353","","449570","","Isaiah Rubin","USC","38","S","12","1","0","0","0","0","0"
"","190435","","429561","","Cam Dooley","KENTUCKY","18","S","269","10","22","1","4","1","7"
"","190827","","439250","","Mason Curtis","MICHIGAN","25","S","310","9","24","0","4","1","12"
"","190870","","443098","","Ronnie Royal III","NC STATE","02","S","424","9","42","1","8","1","27"
"","190918","","449427","","Isaiah Needam","PURDUE","49","S","1","1","0","0","0","0","0"
"","191196","","429268","","Fatt Forrest","MISS STATE","00","S","16","2","2","0","0","0","1"
"","191207","","429322","","Cyrus Reyes","MISS STATE","19","S","36","3","1","0","0","0","3"
"","191297","","448791","","Khijohnn Cummings-Coleman","IOWA STATE","20","S","101","5","8","0","1","0","7"
"","191309","","429420","","Marcus Neal Jr.","IOWA STATE","31","S","593","10","73","7","10","1","25"
"","191316","","441755","","Carson Van Dinter","IOWA STATE","36","S","136","9","9","0","6","0","14"
"","191317","","449830","","Connor Welsch","IOWA STATE","17","S","3","1","0","0","0","0","0"
"","191329","","428956","","Peyton Woodyard","OREGON","12","S","140","10","19","0","2","1","3"
"","191330","","0","","Tyler Armstead","PENN STATE","35","S","12","2","0","0","0","0","0"
"","191339","","428519","","Dejuan Lane","PENN STATE","10","S","177","9","24","1","3","0","8"
"","191348","","447835","","Malik Esquerra","TEXAS TECH","24","S","129","9","7","0","1","0","5"
"","191351","","444033","","Oliver Miles III","TEXAS TECH","15","S","42","3","3","0","0","0","2"
"","191352","","447574","","Peyton Morgan","TEXAS TECH","17","S","101","9","8","0","2","0","2"
"","193190","","446266","","Leroy Roker III","OHIO STATE","28","S","59","6","5","0","2","0","2"
"","193199","","441633","","David Kabongo","OKLA STATE","18","S","121","4","12","0","3","0","5"
"","193233","","429695","","TJ Banks","OLE MISS","07","S","175","9","14","0","4","0","8"
"","198088","","449002","","Ivan Taylor","ALABAMA","13","S","17","2","2","0","0","0","0"
"","198145","","448934","","AnQuon Fegans","AUBURN","21","S","159","10","18","0","2","1","10"
"","198155","","449031","","Eric Winters","AUBURN","25","S","182","10","28","1","4","0","7"
"","198240","","449122","","Aiden Manutai","CAL","14","S","429","8","27","1","9","0","16"
"","198261","","453376","","CJ Jones","CINCINNATI","19","S","19","1","0","0","0","0","1"
"","198271","","455883","","Terrell Holcomb","CINCINNATI","24","S","11","1","2","0","0","0","0"
"","198278","","455879","","CJ Crite","CINCINNATI","20","S","21","1","1","0","0","0","0"
"","198336","","449411","","Ma'khi Jones","DUKE","26","S","172","10","23","1","3","0","7"
"","198424","","453268","","Antonio Cromartie Jr.","FLORIDA ST","33","S","28","2","3","0","0","0","3"
"","198434","","453286","","Max Redmon","FLORIDA ST","21","S","20","2","1","0","0","0","0"
"","198516","","449130","","Xanai Scott","ILLINOIS","13","S","12","2","0","0","0","0","0"
"","198529","","449229","","Garrett Reese","INDIANA","33","S","6","1","0","0","0","0","0"
"","198560","","449820","","Josh Patterson","IOWA STATE","25","S","114","4","4","0","2","1","10"
"","198599","","448796","","Logan Bartley","KANSAS ST","10","S","134","9","16","1","2","0","5"
"","198728","","449580","","Messiah Delhomme","MARYLAND","33","S","355","10","32","0","1","1","27"
"","198792","","449763","","Jordan Young","MICHIGAN","14","S","72","7","7","0","2","1","6"
"","198860","","451344","","Ja'Bryis Stewart","MISS STATE","36","S","16","2","2","0","0","0","0"
"","198880","","449150","","CJ Bass III","MISSOURI","30","S","27","2","3","0","0","0","1"
"","198973","","450150","","Tristan Teasdell","NC STATE","19","S","177","4","14","0","5","2","10"
"","199007","","453362","","Alijah Jones","NWESTERN","00","S","28","2","4","0","0","0","0"
"","199008","","449253","","Jon Stevens Jr.","NWESTERN","29","S","86","7","8","1","2","0","7"
"","199038","","450114","","Omarion Robinson","OKLAHOMA","02","S","30","4","2","0","0","0","1"
"","199078","","449563","","Josh Guerrier","PITTSBURGH","14","S","134","9","12","0","3","0","9"
"","199097","","466477","","Vi'Naz Cobb","PURDUE","15","S","34","4","4","0","2","0","1"
"","199123","","456049","","Renick Dorilas","RUTGERS","12","S","1","1","0","0","0","0","0"
"","199169","","450195","","Tyren Polley","SMU","10","S","100","2","15","0","1","1","9"
"","199178","","450197","","Sael Reyes","SMU","22","S","8","1","0","0","0","1","0"
"","199267","","456128","","Julius Simms","TCU","31","S","55","5","10","1","0","0","0"
"","199295","","458952","","Zelus Hicks","TEXAS","13","S","6","1","0","0","0","0","0"
"","199300","","458966","","Jonah Williams","TEXAS","09","S","24","3","1","0","0","0","0"
"","199388","","454033","","Tony Williams","UCF","03","S","7","1","3","0","1","0","0"
"","199409","","449528","","Steve Miller","USC","36","S","8","1","0","0","0","0","0"
"","199446","","449437","","Nate Tilmon","UTAH","21","S","155","9","11","0","2","0","5"
"","199507","","449343","","Rylon Dillard-Allen","WASHINGTON","18","S","226","10","26","0","3","0","7"
"","199547","","451364","","Chris Fileppo","W VIRGINIA","34","S","62","8","4","0","2","0","0"
"","199566","","414039","","Matthew Jung","WISCONSIN","29","S","506","10","53","1","9","0","18"
"","199576","","453355","","Grant Dean","WISCONSIN","16","S","9","1","0","0","0","0","0"
"","199617","","449308","","Omarion Davis","BOSTON COL","27","S","146","7","17","0","6","0","8"
"","199685","","449144","","Tae Harris","GA TECH","27","S","158","7","16","0","3","0","5"
"","199760","","458872","","Jhase Thomas","LSU","28","S","1","1","0","0","0","0","0"
"","199766","","453338","","Jacob Bradford","LSU","24","S","1","1","0","0","0","0","0"
"","199771","","448974","","CJ Jimcoily","LSU","31","S","13","3","1","0","0","0","0"
"","199813","","453628","","Tanner Terch","NEBRASKA","41","S","1","1","0","0","0","0","0"
"","199819","","469208","","Javion Butts","N CAROLINA","24","S","13","2","1","0","0","0","0"
"","199842","","460996","","Ethan Long","NOTRE DAME","22","S","2","1","0","0","0","0","0"
"","199856","","449023","","Faheem Delane","OHIO STATE","10","S","75","7","8","1","0","0","3"
"","199944","","449264","","Jaquel Holman","S CAROLINA","18","S","12","3","0","0","0","0","1"
"","199952","","453932","","Kendall Daniels Jr.","S CAROLINA","05","S","15","3","0","0","2","0","1"
"","199975","","451174","","Sidney Walton","TENNESSEE","26","S","102","6","7","0","3","0","4"
