"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","SNAPS","GAMES","TOT TKL","MT","PBU","INT","CTGT"
"","71370","","394992","","Domani Jackson","ALABAMA","01","CB","325","9","30","1","1","0","18"
"","72089","","382704","","DJ Harvey","USC","02","CB","87","5","4","1","1","0","12"
"","85725","","412246","","Jayden Dunlap","BYU","29","CB","71","6","2","1","0","0","5"
"","86877","","364258","","Ceyair Wright","NEBRASKA","01","CB","512","10","24","6","4","0","37"
"","90524","","400152","","Chance Tucker","NOTRE DAME","18","CB","16","2","0","0","0","0","0"
"","97886","","340893","","Mark Davis","VANDERBILT","17","CB","202","9","19","5","2","0","14"
"","99280","","349289","","Logan Wilson","CINCINNATI","07","CB","382","8","32","5","6","0","33"
"","101808","","330606","","Marlon Jones","VANDERBILT","00","CB","103","6","5","0","0","0","13"
"","121523","","347921","","Kenneth Harris","OKLA STATE","23","CB","510","9","21","12","6","0","43"
"","121668","","347715","","Channing Canada","TCU","07","CB","453","9","24","4","2","0","31"
"","121669","","347716","","Isaiah Cash","VA TECH","18","CB","350","9","31","2","1","1","37"
"","121780","","347942","","Devonte Golden-Nelson","W VIRGINIA","02","CB","8","2","1","0","0","0","1"
"","122103","","351554","","Rodney Johnson","LOUISVILLE","07","CB","36","4","2","1","0","0","4"
"","122146","","348205","","Fred Davis II","NWESTERN","02","CB","444","9","28","2","4","0","34"
"","122274","","351731","","A.J. McCarty","TEXAS TECH","01","CB","183","10","13","5","0","0","17"
"","122574","","348340","","Karon Prunty","WAKE","03","CB","547","9","29","3","5","1","39"
"","122629","","348256","","Caleb Anderson","MICHIGAN","13","CB","46","4","3","1","0","0","3"
"","122837","","348155","","Tony Grimes","PURDUE","00","CB","562","9","31","7","3","0","40"
"","122924","","348032","","Joshua Eaton","MICH STATE","07","CB","362","9","19","10","2","0","20"
"","122926","","350514","","DJ Graham II","KANSAS","07","CB","404","9","25","7","2","0","34"
"","123003","","348045","","Rashad Battle","PITTSBURGH","15","CB","279","7","34","2","2","0","33"
"","123015","","348072","","Buddy Mack III","S CAROLINA","11","CB","11","1","2","0","0","0","2"
"","123089","","351460","","Jai'Onte' McMillan","MINNESOTA","24","CB","233","8","12","1","1","0","19"
"","123745","","367681","","Jaiden Francois","DUKE","02","CB","436","9","41","6","1","0","22"
"","124304","","362929","","William Wright","TENNESSEE","00","CB","133","7","4","0","0","0","2"
"","124379","","352295","","Avery Helm","TCU","24","CB","70","3","5","0","1","0","12"
"","126328","","416049","","Maurion Horn","TEXAS TECH","04","CB","92","6","1","1","0","0","7"
"","127409","","395311","","Jayden Rowe","KANSAS ST","01","CB","12","2","0","1","0","0","1"
"","128013","","377241","","JK Johnson","OKLA STATE","01","CB","211","6","14","1","2","0","12"
"","128036","","406072","","Christian Gray","NOTRE DAME","06","CB","472","7","17","3","7","2","58"
"","129699","","350223","","Tamon Lynum","PITTSBURGH","08","CB","160","6","18","0","1","1","8"
"","129752","","371853","","Cameron Martinez","BOSTON COL","29","CB","116","4","8","3","0","0","10"
"","131462","","391385","","Preston Hodge","COLORADO","04","CB","709","10","38","8","6","1","66"
"","131596","","351646","","Treydan Stukes","ARIZONA","02","CB","414","7","34","3","4","2","25"
"","131899","","381093","","Elijah Jackson","TCU","25","CB","3","1","1","0","0","0","0"
"","139049","","352636","","Ivan Yates","COLORADO","29","CB","266","5","13","5","2","1","25"
"","141336","","368990","","Caleb Brown","VA TECH","17","CB","55","3","2","1","0","0","5"
"","142301","","353337","","Shakur Smalls","ARKANSAS","19","CB","138","9","14","1","3","0","13"
"","143957","","367711","","Dontae Balfour","TEXAS TECH","20","CB","272","9","15","1","5","0","23"
"","143972","","367713","","Dontavius Nash","MICH STATE","28","CB","148","5","13","3","2","0","18"
"","144177","","359857","","Kani Walker","ARKANSAS","13","CB","482","8","37","2","6","1","42"
"","144195","","366059","","DaShawn Jones","ALABAMA","07","CB","224","9","13","1","1","1","19"
"","144240","","366848","","Bryon Threats","UCLA","23","CB","32","5","3","0","0","0","2"
"","144405","","360255","","Jadon Canady","OREGON","22","CB","268","9","23","2","3","0","24"
"","144524","","385054","","Tevin Williams III","BAYLOR","27","CB","255","7","18","2","3","0","22"
"","144639","","362069","","Latrell McCutchin Sr.","HOUSTON","01","CB","608","10","48","8","7","0","39"
"","144659","","386205","","Kale Smith","OKLA STATE","10","CB","293","6","21","4","1","1","22"
"","144672","","383576","","Cam Smith","OKLA STATE","03","CB","428","9","29","3","3","0","29"
"","144814","","368436","","Tyler Strain","ILLINOIS","20","CB","123","6","9","2","1","0","9"
"","144956","","366293","","Charles Brantley","MIAMI FL","19","CB","18","2","1","0","0","0","0"
"","144961","","393323","","Khalil Majeed","MICH STATE","34","CB","28","3","1","1","0","0","3"
"","145045","","381654","","Theran Johnson","OREGON","05","CB","223","7","9","0","2","0","16"
"","145051","","360826","","Ore Adeyi","NWESTERN","07","CB","224","7","13","3","2","1","18"
"","145068","","359809","","Jantzen Dunn","KENTUCKY","10","CB","92","7","6","1","0","0","6"
"","145129","","361944","","Al-Shadee Salaam","RUTGERS","21","CB","133","7","11","1","1","0","12"
"","145161","","386690","","Owen Arnett","WISCONSIN","18","CB","7","1","0","0","0","0","1"
"","145169","","368458","","Ricardo Hallman","WISCONSIN","02","CB","527","9","27","9","4","2","40"
"","145889","","362695","","Torrie Cox Jr.","ILLINOIS","05","CB","457","9","33","8","3","0","53"
"","146043","","383951","","Julian Neal","ARKANSAS","23","CB","564","9","47","3","7","2","47"
"","146551","","360896","","Jaylin Davies","OKLA STATE","02","CB","10","1","1","0","0","0","0"
"","146607","","381512","","DeVonta Smith","NOTRE DAME","00","CB","157","5","8","1","1","0","12"
"","146674","","394639","","Ahmari Harvey","GA TECH","03","CB","305","6","21","2","4","0","23"
"","146705","","371857","","Jordan Young","ARKANSAS","04","CB","327","9","20","5","4","1","38"
"","146720","","366878","","Nyland Green","ARIZONA ST","15","CB","53","3","2","0","0","0","3"
"","146827","","361438","","Kyndrich Breedlove","ARIZONA ST","05","CB","434","9","30","6","3","0","31"
"","146885","","359821","","Daylan Carnell","MISSOURI","13","CB","387","9","23","6","0","1","28"
"","146989","","362765","","Tyreek Chappell","TEXAS A&M","07","CB","433","9","26","6","3","0","44"
"","146998","","377672","","Deuce Harmon","SMU","07","CB","606","10","31","1","7","0","39"
"","147007","","380032","","Drey Norwood","MISSOURI","12","CB","316","9","16","2","3","0","20"
"","147169","","407488","","Justin Agu","LOUISVILLE","13","CB","62","7","3","0","0","0","5"
"","147394","","368496","","Malcolm Bell","MICH STATE","14","CB","520","9","31","8","4","0","23"
"","148211","","377752","","Shahid Barros","IOWA","05","CB","20","2","0","0","0","0","1"
"","148570","","385453","","Ayden Garnes","ARIZONA","09","CB","453","9","27","10","3","1","31"
"","148854","","393262","","Jordan Washington","STANFORD","10","CB","122","7","11","1","1","0","11"
"","150691","","385469","","Wrook Brown","HOUSTON","24","CB","357","10","40","0","0","1","24"
"","150703","","362291","","Kolbey Taylor","VANDERBILT","03","CB","370","10","16","6","3","0","29"
"","156221","","386318","","Amari Jackson","BOSTON COL","24","CB","112","3","7","2","2","0","16"
"","156245","","388506","","Toriano Pride Jr.","MISSOURI","02","CB","351","9","18","1","1","1","34"
"","156246","","388497","","Sherrod Covil","VA TECH","07","CB","21","2","0","0","0","0","2"
"","156247","","388503","","Jeadyn Lukus","CLEMSON","10","CB","141","6","10","1","0","0","10"
"","156257","","386186","","Chandler Rivers","DUKE","00","CB","577","9","38","11","6","1","43"
"","156300","","388511","","Rodney Shelley","GA TECH","06","CB","250","7","18","2","1","1","22"
"","156315","","400890","","Rock Caldwell","UTAH","11","CB","63","5","7","1","1","0","4"
"","156360","","386003","","Ryland Gandy","INDIANA","10","CB","112","7","8","0","0","0","9"
"","156408","","391933","","Jamari Sharpe","INDIANA","22","CB","510","10","26","3","4","0","32"
"","156441","","386310","","TJ Hall","IOWA","02","CB","483","9","39","1","6","1","50"
"","156442","","406805","","Deshaun Lee","IOWA","08","CB","390","9","30","5","3","2","40"
"","156484","","391415","","Jyaire Brown","UCF","15","CB","91","5","2","2","1","0","5"
"","156485","","393508","","Ryan Turner","PURDUE","12","CB","73","5","9","2","1","0","6"
"","156487","","391423","","Kye Stokes","CINCINNATI","03","CB","18","3","1","1","0","0","1"
"","156555","","386026","","Hezekiah Masses","CAL","05","CB","666","10","39","8","10","6","61"
"","156676","","387082","","Matthew McDoom","CINCINNATI","00","CB","511","9","34","4","4","2","45"
"","156723","","386832","","Brent Austin","CAL","04","CB","626","10","35","3","12","0","45"
"","156809","","386353","","Jacobie Henderson","RUTGERS","10","CB","481","10","28","3","2","0","49"
"","156874","","400877","","Nasir Pogue","MISSOURI","31","CB","6","1","1","0","0","0","0"
"","156984","","407192","","Jayden Bellamy","UCF","29","CB","489","9","22","3","6","1","45"
"","157039","","386886","","JD Rhym","HOUSTON","03","CB","10","1","0","1","0","0","0"
"","157079","","386678","","Daylen Everette","GEORGIA","06","CB","480","8","33","3","5","0","41"
"","157116","","388783","","Jaelyn Davis-Robinson","SMU","13","CB","261","6","21","7","3","2","32"
"","157129","","385907","","Davison Igbinosun","OHIO STATE","01","CB","419","9","34","3","6","0","38"
"","157143","","387281","","DeCarlos Nicholson","USC","17","CB","418","9","31","1","3","1","43"
"","157256","","386756","","Jahlil Florence","OREGON","06","CB","19","1","0","0","0","0","0"
"","157276","","398471","","Collin Wright","STANFORD","06","CB","437","8","31","3","2","1","40"
"","157300","","385945","","Kyron Chambers","SMU","12","CB","321","9","22","3","2","0","29"
"","157307","","387209","","Jaylon Guilbeau","TEXAS","03","CB","495","9","35","9","1","1","45"
"","157406","","401499","","Jackson Vick","NC STATE","22","CB","399","6","23","10","2","0","41"
"","157447","","391686","","Isaiah Brown-Murray","VA TECH","25","CB","471","9","30","3","2","1","32"
"","157528","","406226","","Jamare Glasker","MARYLAND","14","CB","424","7","28","4","3","3","40"
"","157530","","386162","","Zamari Stevenson","WAKE","17","CB","137","8","12","2","0","1","14"
"","157583","","407680","","Jontez Williams","IOWA STATE","03","CB","202","5","16","0","1","1","15"
"","157603","","398998","","Myles Norwood","S CAROLINA","03","CB","242","8","19","3","0","0","21"
"","157608","","387483","","Jeremiah Cooper","IOWA STATE","04","CB","191","4","8","2","3","1","15"
"","157650","","395319","","Mansoor Delane","LSU","04","CB","512","9","41","5","7","1","28"
"","157751","","387003","","Devin Moore","FLORIDA","28","CB","429","9","32","4","3","2","23"
"","157809","","385814","","Cameron Epps","OKLA STATE","07","CB","1","1","0","0","0","0","0"
"","157849","","386223","","Michael Dansby","ARIZONA","25","CB","284","8","11","2","4","1","26"
"","158059","","394651","","Amariyun Knighten","INDIANA","23","CB","20","2","2","0","0","0","0"
"","158084","","386753","","Gentry Williams","OKLAHOMA","09","CB","178","6","12","2","1","0","11"
"","158225","","391534","","Tyson Rooks","ILLINOIS","19","CB","62","6","4","0","1","0","6"
"","158226","","391538","","Xavier Scott","ILLINOIS","14","CB","151","3","7","0","2","0","14"
"","158296","","400301","","Greg Delaine","SYRACUSE","32","CB","112","9","7","1","0","0","8"
"","158310","","386949","","Jerry Wilson","FLORIDA ST","19","CB","510","9","29","12","2","2","47"
"","158364","","386972","","Marc Stampley II","HOUSTON","22","CB","260","10","29","3","2","1","23"
"","158399","","391613","","Dillon Tatum","NWESTERN","08","CB","91","8","12","0","1","0","8"
"","158403","","395975","","Ade Willie","MICH STATE","06","CB","137","4","12","3","1","0","11"
"","158424","","412484","","Rayshawn Pleasant","AUBURN","14","CB","250","9","20","0","1","2","27"
"","158439","","385942","","Ja'Cari Henderson","UCF","01","CB","75","5","4","1","0","0","1"
"","158479","","391435","","Elijah Davis","UTAH","09","CB","455","9","30","4","1","0","36"
"","158522","","387192","","Javan Robinson","ARIZONA ST","12","CB","442","9","28","0","5","0","38"
"","158552","","386786","","Reggie Bush II","BAYLOR","22","CB","194","7","9","2","1","0","4"
"","158614","","406431","","Thaddeus Dixon","N CAROLINA","01","CB","275","5","14","3","3","0","16"
"","158649","","397525","","Marquis Groves-Killebrew","ARIZONA","05","CB","148","6","9","1","0","0","11"
"","158719","","391866","","Tacario Davis","WASHINGTON","08","CB","357","6","17","1","3","4","26"
"","158740","","391871","","Ephesians Prysock","WASHINGTON","07","CB","583","9","36","5","4","1","57"
"","158931","","395636","","Don Saunders","UTAH","04","CB","77","4","2","1","1","0","10"
"","158932","","386247","","Jay'Vion Cole","ARIZONA","08","CB","314","8","23","6","2","3","28"
"","158982","","391890","","Ormanie Arnold","CINCINNATI","08","CB","193","7","15","2","2","0","16"
"","159609","","386156","","NiJhay Burt","MICH STATE","00","CB","11","2","0","0","0","0","0"
"","159892","","392442","","Jason Chambers","W VIRGINIA","23","CB","519","10","31","4","3","1","33"
"","160395","","388684","","Jayven Williams","MISS STATE","15","CB","263","10","15","2","2","1","12"
"","160445","","387428","","Devon Marshall","NC STATE","06","CB","458","9","24","3","5","0","44"
"","160755","","391958","","Tayvion Beasley","BYU","15","CB","213","8","7","3","2","0","11"
"","161488","","408223","","Tre Bell","IOWA STATE","07","CB","534","10","36","6","1","2","42"
"","161658","","408185","","Zelmar Vedder","HOUSTON","21","CB","333","10","18","5","7","0","29"
"","162115","","387576","","Jamel Johnson","NC STATE","21","CB","446","9","27","6","4","0","39"
"","162483","","395966","","Tristan Dunn","CAL","22","CB","3","1","1","1","0","0","1"
"","162519","","400037","","DJ Bell","UCF","05","CB","210","8","11","2","3","0","20"
"","162662","","398987","","Isaiah Farris","BOSTON COL","16","CB","483","10","32","5","5","1","40"
"","162705","","412257","","George Wright","DUKE","32","CB","6","3","1","0","0","0","1"
"","162712","","443964","","Ben Hollerbach","GA TECH","26","CB","6","1","0","1","0","0","0"
"","162733","","412478","","Chris Graves Jr.","OLE MISS","32","CB","477","10","19","5","1","0","28"
"","162743","","385600","","Marcus Allen","N CAROLINA","29","CB","527","9","29","7","7","1","57"
"","162754","","407515","","Tayon Holloway","LOUISVILLE","25","CB","552","9","34","5","2","0","34"
"","162810","","393388","","Zeke Berry","MICHIGAN","10","CB","357","7","20","4","7","1","37"
"","162851","","406820","","Evan Smith","NWESTERN","12","CB","82","5","5","0","1","0","5"
"","162854","","400343","","Braden Turner","NWESTERN","09","CB","372","9","33","8","1","0","25"
"","163030","","398488","","Amier Boyd","TEXAS TECH","27","CB","337","9","18","3","2","1","36"
"","163211","","387142","","Donavon Platt","VIRGINIA","28","CB","464","10","28","5","3","1","42"
"","163250","","395551","","Evan Johnson","BYU","00","CB","532","9","30","7","4","3","49"
"","163293","","398467","","Zach Grisham","OREGON","24","CB","56","5","5","0","0","0","2"
"","163547","","387261","","Ricky Fletcher","OLE MISS","09","CB","247","9","10","0","0","0","15"
"","163598","","393247","","Antonio Kite","OLE MISS","08","CB","492","8","26","2","2","1","34"
"","163641","","448231","","Landon Phipps","ARKANSAS","32","CB","2","1","0","0","0","0","0"
"","163644","","386892","","Keionte Scott","MIAMI FL","00","CB","504","9","46","10","4","1","37"
"","163676","","412010","","Audavion Collins","PENN STATE","02","CB","368","9","39","5","1","0","25"
"","163724","","385480","","Jadais Richard","MIAMI FL","25","CB","13","1","3","2","0","0","0"
"","163742","","391288","","Julio Humphrey","TEXAS A&M","06","CB","104","8","8","0","0","0","5"
"","163751","","391291","","Jaheim Singletary","ARKANSAS","15","CB","189","8","12","1","1","0","14"
"","163791","","364662","","Jordan Robinson","VIRGINIA","09","CB","350","10","23","3","4","0","28"
"","163824","","386023","","DJ McKinney","COLORADO","08","CB","597","9","36","9","4","1","34"
"","163962","","388623","","Jabari Mack","LOUISVILLE","04","CB","573","9","25","3","2","2","37"
"","164132","","386685","","Jonquis Hardaway","KENTUCKY","06","CB","571","9","42","2","3","1","44"
"","164178","","391434","","Cam Miller","RUTGERS","07","CB","541","10","39","5","6","1","55"
"","164318","","387579","","Ashaad Williams","WAKE","13","CB","77","3","6","0","1","0","10"
"","165205","","397841","","Caldra Williford","BAYLOR","18","CB","281","8","23","3","3","0","26"
"","168412","","387702","","Blake Cotton","UTAH","16","CB","421","9","15","1","4","0","38"
"","168425","","386362","","D'Yoni Hill","WISCONSIN","05","CB","227","6","23","3","0","0","14"
"","168565","","386486","","Mory Bamba","BYU","04","CB","269","9","19","4","2","0","29"
"","169935","","407826","","DeAgo Brumfield","MISS STATE","04","CB","493","10","27","4","3","1","37"
"","169958","","431981","","Traveon Wright","PURDUE","17","CB","92","2","6","3","2","0","5"
"","170014","","416176","","Misun Kelley","CLEMSON","25","CB","224","8","16","1","0","0","18"
"","170015","","407362","","Shelton Lewis","CLEMSON","02","CB","49","3","8","1","0","0","10"
"","170028","","412114","","Branden Strozier","CLEMSON","01","CB","158","8","5","3","1","0","9"
