"Rank","Player Id","Player GSIS","Player College GSIS","Player Sportradar Id","Name","Team","#","POS","SNAPS","GAMES","TOT TKL","MT","PBU","INT","CTGT"
"","71370","","394992","","Domani Jackson","ALABAMA","01","CB","347","10","35","1","1","0","19"
"","72089","","382704","","DJ Harvey","USC","02","CB","90","6","4","1","1","0","12"
"","85725","","412246","","Jayden Dunlap","BYU","29","CB","83","7","2","1","0","0","5"
"","86877","","364258","","Ceyair Wright","NEBRASKA","01","CB","513","10","25","6","4","0","37"
"","90524","","400152","","Chance Tucker","NOTRE DAME","18","CB","22","3","0","0","0","0","0"
"","97886","","340893","","Mark Davis","VANDERBILT","17","CB","202","9","19","7","2","0","14"
"","99280","","349289","","Logan Wilson","CINCINNATI","07","CB","451","9","35","5","6","0","36"
"","101808","","330606","","Marlon Jones","VANDERBILT","00","CB","103","6","5","0","0","0","13"
"","121523","","347921","","Kenneth Harris","OKLA STATE","23","CB","565","10","27","14","6","0","51"
"","121668","","347715","","Channing Canada","TCU","07","CB","508","10","27","5","2","0","34"
"","121669","","347716","","Isaiah Cash","VA TECH","18","CB","397","10","33","3","1","1","40"
"","121780","","347942","","Devonte Golden-Nelson","W VIRGINIA","02","CB","8","2","1","0","0","0","1"
"","122103","","351554","","Rodney Johnson","LOUISVILLE","07","CB","38","5","0","1","0","0","4"
"","122146","","348205","","Fred Davis II","NWESTERN","02","CB","519","10","32","3","4","0","37"
"","122274","","351731","","A.J. McCarty","TEXAS TECH","01","CB","214","11","14","5","0","0","17"
"","122574","","348340","","Karon Prunty","WAKE","03","CB","612","10","32","4","6","1","44"
"","122629","","348256","","Caleb Anderson","MICHIGAN","13","CB","46","4","3","1","0","0","3"
"","122837","","348155","","Tony Grimes","PURDUE","00","CB","622","10","33","8","3","0","43"
"","122924","","348032","","Joshua Eaton","MICH STATE","07","CB","366","10","19","10","2","0","20"
"","122926","","350514","","DJ Graham II","KANSAS","07","CB","404","9","25","7","2","0","34"
"","123003","","348045","","Rashad Battle","PITTSBURGH","15","CB","330","8","40","3","3","0","40"
"","123015","","348072","","Buddy Mack III","S CAROLINA","11","CB","11","1","2","0","0","0","2"
"","123089","","351460","","Jai'Onte' McMillan","MINNESOTA","24","CB","274","9","15","1","1","0","21"
"","123745","","367681","","Jaiden Francois","DUKE","02","CB","507","10","48","7","1","0","29"
"","124304","","362929","","William Wright","TENNESSEE","00","CB","159","8","5","0","0","1","5"
"","124379","","352295","","Avery Helm","TCU","24","CB","70","3","5","0","1","0","12"
"","126328","","416049","","Maurion Horn","TEXAS TECH","04","CB","108","7","3","1","0","0","8"
"","127409","","395311","","Jayden Rowe","KANSAS ST","01","CB","12","2","0","1","0","0","1"
"","128013","","377241","","JK Johnson","OKLA STATE","01","CB","236","7","16","1","3","0","14"
"","128036","","406072","","Christian Gray","NOTRE DAME","06","CB","530","8","19","3","8","2","61"
"","129699","","350223","","Tamon Lynum","PITTSBURGH","08","CB","205","7","23","0","1","1","9"
"","129752","","371853","","Cameron Martinez","BOSTON COL","29","CB","116","4","8","3","0","0","10"
"","131462","","391385","","Preston Hodge","COLORADO","04","CB","709","10","38","8","6","1","65"
"","131596","","351646","","Treydan Stukes","ARIZONA","02","CB","472","8","41","5","5","2","30"
"","131899","","381093","","Elijah Jackson","TCU","25","CB","3","1","1","0","0","0","0"
"","139049","","352636","","Ivan Yates","COLORADO","29","CB","266","5","13","5","2","1","25"
"","141336","","368990","","Caleb Brown","VA TECH","17","CB","55","3","2","1","0","0","5"
"","142301","","353337","","Shakur Smalls","ARKANSAS","19","CB","157","10","14","1","4","0","16"
"","143957","","367711","","Dontae Balfour","TEXAS TECH","20","CB","302","10","16","1","6","0","25"
"","143972","","367713","","Dontavius Nash","MICH STATE","28","CB","154","6","13","3","2","0","18"
"","144177","","359857","","Kani Walker","ARKANSAS","13","CB","556","9","42","4","6","1","47"
"","144195","","366059","","DaShawn Jones","ALABAMA","07","CB","224","9","13","1","1","1","21"
"","144240","","366848","","Bryon Threats","UCLA","23","CB","32","5","3","0","0","0","2"
"","144405","","360255","","Jadon Canady","OREGON","22","CB","308","10","28","2","4","0","26"
"","144524","","385054","","Tevin Williams III","BAYLOR","27","CB","271","8","18","2","3","0","22"
"","144639","","362069","","Latrell McCutchin Sr.","HOUSTON","01","CB","608","10","49","7","7","0","41"
"","144659","","386205","","Kale Smith","OKLA STATE","10","CB","293","6","21","4","1","1","22"
"","144672","","383576","","Cam Smith","OKLA STATE","03","CB","464","10","31","3","3","0","32"
"","144814","","368436","","Tyler Strain","ILLINOIS","20","CB","123","6","9","2","1","0","9"
"","144956","","366293","","Charles Brantley","MIAMI FL","19","CB","31","3","2","0","0","0","2"
"","144961","","393323","","Khalil Majeed","MICH STATE","34","CB","37","4","2","1","0","0","4"
"","145045","","381654","","Theran Johnson","OREGON","05","CB","252","8","10","2","2","0","20"
"","145051","","360826","","Ore Adeyi","NWESTERN","07","CB","226","8","13","3","2","1","18"
"","145068","","359809","","Jantzen Dunn","KENTUCKY","10","CB","108","8","8","1","0","0","7"
"","145129","","361944","","Al-Shadee Salaam","RUTGERS","21","CB","133","7","11","1","1","0","12"
"","145161","","386690","","Owen Arnett","WISCONSIN","18","CB","7","1","0","0","0","0","1"
"","145169","","368458","","Ricardo Hallman","WISCONSIN","02","CB","590","10","28","9","4","2","44"
"","145889","","362695","","Torrie Cox Jr.","ILLINOIS","05","CB","522","10","38","9","3","0","60"
"","146043","","383951","","Julian Neal","ARKANSAS","23","CB","638","10","49","3","8","2","53"
"","146255","","362997","","Isaiah Taylor","MIAMI FL","28","CB","70","6","8","2","0","0","2"
"","146551","","360896","","Jaylin Davies","OKLA STATE","02","CB","10","1","1","0","0","0","0"
"","146607","","381512","","DeVonta Smith","NOTRE DAME","00","CB","214","6","12","2","2","0","18"
"","146674","","394639","","Ahmari Harvey","GA TECH","03","CB","333","7","22","3","4","0","24"
"","146705","","371857","","Jordan Young","ARKANSAS","04","CB","389","10","25","6","4","1","42"
"","146720","","366878","","Nyland Green","ARIZONA ST","15","CB","53","3","2","0","0","0","3"
"","146827","","361438","","Kyndrich Breedlove","ARIZONA ST","05","CB","466","10","30","8","3","0","35"
"","146885","","359821","","Daylan Carnell","MISSOURI","13","CB","441","10","30","6","1","1","33"
"","146989","","362765","","Tyreek Chappell","TEXAS A&M","07","CB","488","10","31","6","3","0","47"
"","146998","","377672","","Deuce Harmon","SMU","07","CB","606","10","31","1","7","0","39"
"","147007","","380032","","Drey Norwood","MISSOURI","12","CB","387","10","18","2","3","0","24"
"","147169","","407488","","Justin Agu","LOUISVILLE","13","CB","62","7","3","0","0","0","5"
"","147394","","368496","","Malcolm Bell","MICH STATE","14","CB","582","10","39","11","4","0","26"
"","148211","","377752","","Shahid Barros","IOWA","05","CB","20","2","0","0","0","0","1"
"","148570","","385453","","Ayden Garnes","ARIZONA","09","CB","506","10","28","10","4","1","37"
"","148854","","393262","","Jordan Washington","STANFORD","10","CB","122","7","11","1","1","0","11"
"","150691","","385469","","Wrook Brown","HOUSTON","24","CB","357","10","40","0","0","1","23"
"","150703","","362291","","Kolbey Taylor","VANDERBILT","03","CB","370","10","16","6","3","0","29"
"","156221","","386318","","Amari Jackson","BOSTON COL","24","CB","112","3","7","2","2","0","15"
"","156245","","388506","","Toriano Pride Jr.","MISSOURI","02","CB","410","10","22","1","2","2","40"
"","156246","","388497","","Sherrod Covil","VA TECH","07","CB","21","2","0","0","0","0","2"
"","156247","","388503","","Jeadyn Lukus","CLEMSON","10","CB","141","6","10","1","0","0","10"
"","156257","","386186","","Chandler Rivers","DUKE","00","CB","653","10","41","10","6","2","46"
"","156300","","388511","","Rodney Shelley","GA TECH","06","CB","296","8","27","2","2","1","27"
"","156360","","386003","","Ryland Gandy","INDIANA","10","CB","112","7","8","0","0","0","9"
"","156408","","391933","","Jamari Sharpe","INDIANA","22","CB","551","11","29","3","4","0","34"
"","156441","","386310","","TJ Hall","IOWA","02","CB","537","10","43","1","6","1","54"
"","156442","","406805","","Deshaun Lee","IOWA","08","CB","441","10","34","5","4","2","47"
"","156484","","391415","","Jyaire Brown","UCF","15","CB","156","6","5","3","1","0","7"
"","156485","","393508","","Ryan Turner","PURDUE","12","CB","94","6","11","3","1","0","6"
"","156487","","391423","","Kye Stokes","CINCINNATI","03","CB","18","3","1","1","0","0","1"
"","156555","","386026","","Hezekiah Masses","CAL","05","CB","666","10","39","8","10","6","61"
"","156676","","387082","","Matthew McDoom","CINCINNATI","00","CB","580","10","39","6","4","2","54"
"","156723","","386832","","Brent Austin","CAL","04","CB","626","10","34","3","12","0","45"
"","156809","","386353","","Jacobie Henderson","RUTGERS","10","CB","481","10","29","3","2","0","48"
"","156874","","400877","","Nasir Pogue","MISSOURI","31","CB","6","1","1","0","0","0","0"
"","156984","","407192","","Jayden Bellamy","UCF","29","CB","555","10","28","3","6","1","53"
"","157039","","386886","","JD Rhym","HOUSTON","03","CB","10","1","0","1","0","0","0"
"","157079","","386678","","Daylen Everette","GEORGIA","06","CB","542","9","40","4","5","0","49"
